Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
4336,Spain,"Blackberry, brandied cherry and spice aromas lead to a wide palate with tannins that pierce like nails. This tastes a touch foxy and wild, while the finish feels centered and firm. Despite intense, abrasive tannins, this displays depth and complexity. Drink through 2022.",Dama de Toro Reserva,91,40.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña
5332,Spain,"Ripe dense aromas of blackberry and cassis border on prune and raisin but pull back. A compact saturated palate is held together by hard, pounding tannins, while grapy black-fruit flavors show a chocolaty note of fudge. A condensed tannic finish is heavy and feels a bit overextracted.",Monte Toro Crianza,90,18.0,Northern Spain,Toro,,Tempranillo,Bodegas Ramon Ramos
5808,Spain,"Brambly, lightly herbal aromas of berry fruit, sugar beet and a touch of chemical precede a wiry, narrow palate with briary flavors of herbal berry and cassis. A tannic, crimped finish is rugged and houses cherry flavors and heat.",,85,11.0,Northern Spain,Toro,,Tinta de Toro,Tierras Guindas
8078,Spain,"Hailing from a warm region and a warm vintage, this is displaying maximum ripeness on the nose via raisin, prune, blackberry and fig aromas. In the mouth, this is loamy, chewy, a mile deep and rich as Bill Gates. Concentrated black cherry, blackberry, cassis, chocolate and mocha flavors conclude with baked notes, licorice and tobacco. So smooth, yet bullish. Drink through 2022.",,95,85.0,Northern Spain,Toro,,Tinta de Toro,Campo Eliseo
8452,Spain,"This burly Tempranillo opens with an alluring blend of graphite, stony mineral, marzipan and ripe black-fruit aromas. The palate is lusty, giant and tannic, but not mean or fierce. Blackberry, cassis and chocolate flavors end with café mocha and licorice notes, while tannic grab suggests aging this until 2015–16 and drinking through 2023.",San Román,94,70.0,Northern Spain,Toro,,Tinta de Toro,Maurodos
9187,Spain,"This ripe, modern red shows all the positives of Toro and the 2009 vintage. Lusty, exuberant aromas of black fruits, vanilla and pipe tobacco are highly appealing, while the palate is muscular and tannic yet balanced. Blackberry, cassis, chocolate and lemon flavors finish firm and bold. Drink through 2020.",Reserva,93,21.0,Northern Spain,Toro,,Tinta de Toro,Muruve
9701,Spain,"Inviting aromas of balsam wood, pipe tobacco and black fruits are lusty and deep. This is big and drawing on the palate, with ribald flavors of blackberry, licorice, chocolate and mocha. A rich, chocolaty, oaky finish with controlled acidic kick and tannic bite confirm the wine's power and spirit. Drink through 2020.",Carodorum Issos,92,20.0,Northern Spain,Toro,,Tinta de Toro,Bodega Carmen Rodríguez
10595,Spain,"Gorgeous from head to toe, this saturated Toro heavyweight sets a new bar for this winery and the region as a whole. Ribald blackberry aromas are toasty and carry a strong note of crushed stones. Cassis, black plum and blackberry flavors are complex and inspired, while the finish tastes of chocolaty oak, blackened toast and a black-fruit potpourri supported by just the right amount of acidity. Drink from 2017–2030.",Alabaster,97,227.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
10617,Spain,"Like its big brother Alabaster, this is a superb Tinta de Toro that's powerfully built but also stylish. Aromas of cassis and blackberry are dark, malty and chocolaty. Flavors of burnt toast, dark chocolate, black peppercorn and blackberry end with a tannic yet balanced swirl of licorice and minerally complexity. Drink from 2017–2030.",Victorino,95,65.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
10877,Spain,"Tightly wound, layered, moderately tannic and oozing excellence, this is a fantastic high-end Toro from the superb 2012 vintage. The minerally, toasty aroma of blackberry is stylish and shows a balsamic note. Flavors of licorice, sweet balsamic vinegar, chocolate and toasty blackberry continue on a long, deep, complex finish. Drink this ace-level red from 2017–2028.",Gran,95,90.0,Northern Spain,Toro,,Tinta de Toro,Elias Mora
11511,Spain,"This is the best wine from Liberalia we've reviewed to date. Jammy blackberry, wild raspberry and licorice aromas are controlled but potent. Flush, dense and wide on the palate, this features manageable tannins along with pure blackberry and cassis flavors touched up by toasty oak. Espresso and burnt toast notes take over on the finish as the fruit slips away. Drink through 2030.",Cinco,94,70.0,Northern Spain,Toro,,Tinta de Toro,Liberalia
11811,Spain,"Gritty, charred aromas rest on top of core blackberry and cassis scents. This is a blocky, stout number with firm tannins and serious structure. Charred blackberry and dark chocolate are the lead flavors, while this big-boned Toro tastes of toast and mocha on the finish, which is drying and tannic. Drink through 2027.",Pintia,93,68.0,Northern Spain,Toro,,Tempranillo,Pintia
12700,Spain,"Mature, ripe aromas of raisin, caramel, tobacco and fine oak form a pleasing, inviting bouquet. Drawing, edgy and still quite tannic in feel, this tastes rooty, baked and lightly stewed, with just enough berry and plum fruit to prop things up. On the finish, chocolate, prune and baked notes of pastry and cake are potent and delicious. Drink through 2027.",Liber Gran Reserva,93,97.0,Northern Spain,Toro,,Tinta de Toro,Liberalia
12959,Spain,"A wide, open bouquet is home to aromas of tree bark, toast, stewed black fruits, herbs and spice. This is big but well built, with muscular, scraping tannins. Earthy, saucy flavors of berry and plum finish with notes of chocolate, sea salt, herbs and leather. Drink through 2022.",,92,33.0,Northern Spain,Toro,,Tempranillo,Garcilaso
14294,Spain,"Smells like mealy fruit and bananas, while the palate is weak in constitution and a bit spritzy in feel. Tastes like bland white fruits with vanilla. Cloying on the finish.",Dama de Toro,80,11.0,Northern Spain,Toro,,Malvasia,Bodegas Fariña
14427,Spain,"Berry candy and licorice aromas become more subtle and earthy with air. It feels grabby and abrasive as many Toro's are prone to be, with blackberry and root notes and a sugar beet flavor. The slightly hot, candied finish holds onto that rooty character.",,88,32.0,Northern Spain,Toro,,Tinta de Toro,Monte Hiniesta
14761,Spain,"This is packed with oaky, masculine aromas of black fruit, bacon, moss and leather, but in the mouth it's rough as nails, with heavy tannins propping up flavors of blackberry, baked plum, herb and smoke. It finishes earthy and toasty, with thick tannins and ruggedness. Drink now with beef.",Gran Dama de Toro,90,45.0,Northern Spain,Toro,,Tempranillo Blend,Bodegas Fariña
14940,Spain,"Chunky and chocolaty on the nose, with aromas of raisins, blackberries and other black fruits. It feels easy and round, with balance and toasty flavors of blackberries and dark cherries. This finishes with a blend of coffee, rubber, mocha and vanilla flavors. An excellent wine; drink now through 2014.",Tinto Roble,90,18.0,Northern Spain,Toro,,Tinta de Toro,Rejadorada
15518,Spain,"Sweet on the nose but also a little green, with minty aromas of herb mixed with blueberry. It feels typically tannic and tough, with roasted blackberry and chocolate flavors. The finish is tannic, with spicy, chocolaty flavors that last for quite a while. Drink now. USA Wine West.",La Calera Tinta de Toro,89,27.0,Northern Spain,Toro,,Tinta de Toro,Cyan
15807,Spain,"From a good vintage like 2009, this modest Tinta de Toro has a lot to offer. It smells slightly rustic but full of fruit. The palate has a tannic but balanced feel, with dark, sweet flavors of cassis and blackberry. It's peppery and lightly herbal on the finish.",Tinta de Toro,89,15.0,Northern Spain,Toro,,Tinta de Toro,Cermeño
16520,Spain,"For a 60,000-case Toro, this is very good and well recommended. It smells full, leathery and slightly cheesy, with baked berry aromas. The palate is smooth, with minty, spicy, black fruit flavors. A hint of young oak rises up on the finish.",Joven Tinto,88,10.0,Northern Spain,Toro,,Tinta de Toro,Muruve
18452,Spain,"Opens with tolerable green tobacco and green bean aromas interspersed with black-fruit notes and earth. It feels astringent and supertannic, with leathery, herbal berry flavors. Same on the finish, which is rough in feel and tastes herbal.",Dama de Toro Crianza,84,17.0,Northern Spain,Toro,,Tempranillo,Bodegas Fariña
18510,Spain,"Soft and stewy up front, without a whole lot of vigor. It feels wide and hard, with abrasive tannins and strained flavors of herbal berry and leather. On the finish it's earthy, tannic and warm, with a weedy note along with barrel spice.",Roble,83,15.0,Northern Spain,Toro,,Tinta de Toro,Taurus
20543,Spain,"Not on a par with the inaugural 2007, but for a rough year this wine brings about as much as it can. The nose is woody, deep, balsamic and herbal, while the body is thick and saturated, with roasted berry, coffee and bitter chocolate flavors. The finish lacks length and character, but it has heft and feel. A commendable effort for a poor vintage.",Almirez,89,30.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
20784,Spain,"Opens with mossy aromas that are soon replaced by foresty oak and murky black-fruit notes. The palate has enough thickness and concentration to register as true Toro, while the flavors of berry fruit, herbs and spice cover the bases. Oaky and lightly tannic on the finish, and just beefy and chewy enough.",Prima,88,24.0,Northern Spain,Toro,,Tinta de Toro,Maurodos
21101,Spain,"Fiery to start, with spice and herbal fruit aromas. The palate is juicy, lively and healthy in feel, with berry, plum and spice flavors. Finishes herbal and a little leafy, and there's not as much stuffing as you'd expect for a Toro red. On the plus side, it's manageable and not overweight.",,87,18.0,Northern Spain,Toro,,Tempranillo,Campiña
21475,Spain,"Dark and rubbery on the nose, but also lightly leafy and herbal, with oak and coffee for cover up. The palate is good but slightly rough and narrow, and the flavors are not as deep and developed as they have been in the past. Plum, berry and herbal flavors are good but lead to a short, modest finish. Vintage 2008 was not a good one, and this wine reflects that.",,86,28.0,Northern Spain,Toro,,Tinta de Toro,Elias Mora
21703,Spain,"Mildy green tobacco aromas lead the way along with forest floor, fern notes and standard berry aromas. The palate opens with forceful acidity, while the flavors are a bit underdeveloped as they lean toward blackberry. Mild bitterness is also part of the picture as the wine flattens out on the back side.",Dama de Toro,85,13.0,Northern Spain,Toro,,Tempranillo,Bodegas Fariña
22061,Spain,"Roasted, herbal and blunt, with an acrid stemminess. The palate lacks ripeness and elegance as it delivers burnt, leafy, herbal flavors. Underwhelming.",,80,13.0,Northern Spain,Toro,,Tinta de Toro,Vega Murillo
24447,Spain,"Dark, condensed and inky, with big, muscular aromas of charcoal, cassis liqueur, blackberry and tar. The palate is just lush enough despite being staunch and tannic, and the flavors of black fruit and cassis are luscious and sweet, with a bit of lemony oak adding zest. Drink from 2011 through 2015.",Termanthia,92,200.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
24576,Spain,"Stocky, dark and pure, with inky aromas of shoe polish, black fruits and charcoal. The palate is brawny and tannic, with saturated blackberry, espresso and bitter chocolate flavors. It's rowdy but also attractive and full of everything good including chocolate, spice and pepper on the finish. Drink from 2011 through 2015.",Numanthia,91,60.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
25050,Spain,"Floral fruit aromas suggest blueberry, but overall this vintage lacks the power and depth that Termes and its big brothers are known for. Airing sets up sweet, easygoing berry flavors and full tannins, but in the middle it's less whole than it has been in other years. A juicy, well-made wine that should not be judged as weak just because 2007 was a marginal vintage. Drink now through 2013.",Termes,89,30.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
25175,Spain,"Opens with a load of sweet, candied black-fruit aromas but this wine excels on the nose because it's composed and precise for being so young and simple in scope. Velvety, rich black-cherry flavors run the show, and the finish brings length and an herbal shading. Very nice for a wine from Toro at this price.",Dama de Toro,88,11.0,Northern Spain,Toro,,Tempranillo,Bodegas Fariña
25802,Spain,"The quality of the 2009 vintage is reflected in this value-priced Toro that's full and medicinal but also balanced and rewarding. Flavors of medicinal red-berry fruit are mixed with thicker, chocolaty notes, while the finish is bold, grabby and solid. A blend of Tempranillo and Garnacha.",,86,8.0,Northern Spain,Toro,,Tempranillo-Garnacha,Caño
25921,Spain,"Heavy, dark, candied and jammy, with a hint of licorice to the nose. The palate is chunky and concentrated, with meaty berry flavors and a dose of chocolate. Short on the finish, yet fruity if a bit flat.",Spada,85,13.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña
26063,Spain,"Lively, candied and medicinal, with grassy aromas along with mild animal notes. The palate is young, grabby, forceful but solid, while the flavors are bright, bold, snappy and suggest red plum and black cherry. A basic young wine that's decent if you're not too discerning.",Viñas de Olivara,84,9.0,Northern Spain,Toro,,Tinta de Toro,Marqués de Olivara
27390,Spain,"Fleshy blackberry and cassis aromas are jammy and grapy, with a note of iodine. This is very tannic and textured on the palate, with flavors of baked blackberry, stewed fig, burnt toast and bitter chocolate finishing hard and rubbery on a sizzling, stewed character.",Romanico,88,17.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
30236,Spain,"Rough, animal-like aromas wrestle with piercing, fairly hot plum and berry scents. Rubbery, blackened, peppery plum and raspberry flavors finish oaky, mildly bitter and tannic.",El Picaro,86,15.0,Northern Spain,Toro,,Tinta de Toro,Matsu
31590,Spain,"There are positives and negatives to this tinta de toro. The nose is outright stalky and roasted, with a shortage of purity. The palate is huge and grossly tannic, a monster if you will. Flavors of sweet black fruits are stalky in nature, while prune, blackberry and herbal flavors drive the finish.",Crianza,87,26.0,Northern Spain,Toro,,Tinta de Toro,Cyan
32893,Spain,"This smells a bit stalky, leathery and warm at first, but airing brings it along. While it's never all that vivid on the nose, it does smell of baked berry and plum. It feels wide and neither tannic nor tough, with lightly herbal, rustic flavors of plum and berry.",Dama de Toro,85,11.0,Northern Spain,Toro,,Tempranillo,Bodegas Fariña
32999,Spain,"Earthy, grassy, cherry aromas are lightly medicinal in front of a slightly narrow, almost citric palate that comes with a note of vinegar. Black-plum flavors are simple on the midpalate, while modest notes of plum and berry show on the finish.",Angelitos Negros,84,10.0,Northern Spain,Toro,,Tinta de Toro,La Casa Maguila
33160,Spain,"Call this Toro Nuevo in the same vein as Beaujolais Nouveau—the grape juice becomes finished wine in just six weeks. Look for a jammy nose with licorice and blackberry aromas and a simple palate that pushes plum and berry flavors, with little structure or stuffing.",Vino Pr1mero,85,12.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña
33270,Spain,"Earthy, grassy, cherry aromas are lightly medicinal in front of a slightly narrow, almost citric palate that comes with a note of vinegar. Black-plum flavors are simple on the midpalate, while modest notes of plum and berry show on the finish.",Angelitos Negros,84,10.0,Northern Spain,Toro,,Tinta de Toro,La Casa Maguila
33331,Spain,"Pure blackberry, cola, licorice and vanilla aromas form the base of an alluring, impressive bouquet. A layered, tannic palate is next up, followed by complex flavors of toast, mocha, black fruit, licorice and pepper. Density and firm tannins drive the finish, which tastes like bitter chocolate and espresso. This powerful Toro will be at its best from 2015–2020.",Alabaster,95,220.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
33579,Spain,"Leather, mint and wet-dog aromas along with an overriding burn drive the nose toward a resiny, raw palate with snappy acidity and lots of oak. Buttery as well as briny red-fruit flavors are salty and taste mostly of wood resin.",Cachito Mio,83,15.0,Northern Spain,Toro,,Tinta de Toro,La Casa Maguila
33639,Spain,"This inky, jammy smelling Toro is overflowing with blackberry and blueberry aromas. In the mouth, grabby tannins rise up with power, creating a rugged mouthfeel. Flavors of blackberry, charred oak, burnt meat and blackened spices finish dark, toasty, peppery and slightly bitter. Talk about a serious Toro with massive flavors and pounding tannins; drink from 2014 through 2019.",Victorino,93,63.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
34799,Spain,"Rooty blackberry, cassis, vanilla and cola aromas are vintage Numanthia. So is a saturated, tannic palate that's deep and dense. Baked blackberry is the lead flavor, and that's matched by espresso and chocolate. Heat and ruggedness need to be resolved on a rich, powerful, chocolaty tasting finish. Drink through 2020.",Numanthia,93,60.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
34906,Spain,"This is a ripe, dark but balanced Toro with pastry, prune, blackberry and vanilla aromas. The palate is fiercely tannic on the surface but not overly hard at the foundation. Flavors of burnt toast, blackberry, spice, licorice and chocolate finish warm, toasty and dark, with echoes of ripeness and hard tannins. Drink now through 2018.",Termes,92,28.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
35116,Spain,"Bold berry aromas charge forth in a clean, pointed fashion. This feels firm and solid, with no obvious flaws and a dark flavor of blackberry that's offset by notes of rooty licorice and sweet brown sugar. Lengthy and fresh on the finish.",Roble,88,14.0,Northern Spain,Toro,,Tinta de Toro,Toriles
35540,Spain,"If you like heavyweight Tempranillo, this is a textbook rendition. It's deep and dark, with earth, leather and oak in addition to monster black fruit on the nose. Feels lush, powerful and layered, with bursting blackberry, spice, mocha and vanilla flavors. Quite black and spicy on the finish. Drink from 2012 through 2016.",Alabaster,94,243.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
35569,Spain,"This is a polished, smooth, ripe-smelling Toro with an inky color and earthy undertones to the bouquet. Full, tannic and voluminous, this tastes mostly of blackberry and prune, while the finish is similar in taste and lush in texture. This is more forward and ripe than complex and nuanced; drink through 2021.",Temple,92,25.0,Northern Spain,Toro,,Tinta de Toro,Rejadorada
36040,Spain,"This is heavy and raisiny, with ripe earth and mineral aromas that are suggestive of Port. It feels loaded and scratchy, with licorice, prune and pepper flavors that finish short and with some heat. A bullish style to drink now.",8 Meses,87,15.0,Northern Spain,Toro,,Tinta de Toro,Cyan
36468,Spain,"Lively, piercing and powerful on the bouquet, which is solid as stone and delivers loads of black fruit and integrated oak. Feels full, round and deep, with full-out black fruit flavors strengthened by espresso, mocha and molasses. Toasty and deep on the finish, with tobacco and spice accents. Drink from 2012 through 2015.",Victorino,92,69.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
36873,Spain,"Teso la Monja picked a good vintage to introduce this entry-level Toro. Romanico is big and candied on the nose, with floral berry aromas, milk chocolate and a touch of raisin. On the palate, spunky berry fruit flavors blend with juniper notes, while the finish delivers herbal leftovers, a pinch more juniper and commendable length and smoothness.",Romanico,90,17.0,Northern Spain,Toro,,Tinta de Toro,Teso La Monja
36887,Spain,"This has a lot of good things going in its favor, for example depth, power and richness. It's also raisiny and oaky, with stewy core flavors of baked berry, cassis, roasted meat and vanilla. The finish is chewy and thick, with vanilla and pastry flavors along with grating tannins. By no means is this wine perfect, but it offers a lot of what's good about Toro; drink now.",La Calera,90,34.0,Northern Spain,Toro,,Tinta de Toro,Cyan
37195,Spain,"For Toro, this is earthy and slightly herbal as opposed to ripe and jammy. Aromas of mulch, leather and herbal berry lead into a firm, rocky palate with rooty flavors of burnt leaves, black fruits and oregano. A tight, compact finish with moderate flavors is a bit closed and hard.",,89,28.0,Northern Spain,Toro,,Tinta de Toro,Elias Mora
38147,Spain,"Spunky on the nose, with sweetness defined by animal cracker cookies, vanilla wafer, leather and candied berry fruit. Feels tight and slightly acidic, with herbal berry, tobacco and chocolate flavors. Solid and grabby late, with lasting tang from the acidity.",Prima,90,24.0,Northern Spain,Toro,,Tinta de Toro,Maurodos
38779,Spain,"Starts out muddled and murky, and eventually settles on rich, raisiny and slightly stewed. Seeing that this is Toro, some overripeness is almost a given, and thus the black fruit and licorice flavors are expected. Finishes warm, toasty and short, with a candied hollowness.",Crianza,86,22.0,Northern Spain,Toro,,Tempranillo,Tardencuba
39370,Spain,"Warm and powerful stuff, with potent black fruit, latex and oak-driven vanilla aromas. Saturated and jammy, with oaky flavors of hard spice, blackberry, burnt toast and pepper. Feels a little hot and crusty on the finish.",Probus,90,30.0,Northern Spain,Toro,,Tempranillo,Volvoreta
40532,Spain,"Sweet and fiery on the nose, with piercing aromas that burn right up your nasal passages. The palate is pinched and super tannic, with biting flavors of black licorice, blackberry and cola. Could be better with a softer, smoother mouthfeel but seeing that this is an '04 with six years behind it, it isn't going to soften up much.",Gran Dama de Toro,84,45.0,Northern Spain,Toro,,Tempranillo,Bodegas Fariña
40808,Spain,"Muscular plum and black cherry aromas come with citrus peel and herbal notes. The mouthfeel is stout and healthy, with chewy tannins and lightly baked flavors of sweet blackberry darkened by pepper. Jammy and ripe overall; good Toro for under $20.",Dehesa Gago,88,18.0,Northern Spain,Toro,,Tinta de Toro,Telmo Rodríguez
41133,Spain,"Opens with vinaigrette and balsamic notes along with leather and black fruit aromas. The palate is soft and muddled, with soupy, stewy flavors and a jagged, candied finish. Seems to struggle for balance, which is a common flaw in many Toro wines.",Carodorum Tinta de Toro Crianza,84,35.0,Northern Spain,Toro,,Tinta de Toro,Bodega Carmen Rodríguez
41155,Spain,"Balsamic and hard, with a briney, stemmy set of chemical-tinged black fruit aromas. The palate hits with force and noise; it's hard, tannic and unforgiving. The flavors of baked berry are rich, but the finish is grating and blazes with tannic burn.",Reserva,83,14.0,Northern Spain,Toro,,Tinta de Toro,Marqués de Olivara
42717,Spain,"Dark, condensed and inky, with big, muscular aromas of charcoal, cassis liqueur, blackberry and tar. The palate is just lush enough despite being staunch and tannic, and the flavors of black fruit and cassis are luscious and sweet, with a bit of lemony oak adding zest. Drink from 2011 through 2015.",Termanthia,92,200.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
43536,Spain,"Stocky, dark and pure, with inky aromas of shoe polish, black fruits and charcoal. The palate is brawny and tannic, with saturated blackberry, espresso and bitter chocolate flavors. It's rowdy but also attractive and full of everything good including chocolate, spice and pepper on the finish. Drink from 2011 through 2015.",Numanthia,91,60.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
43649,Spain,"A touch minty and dry smelling, with simple, solid, slightly underdeveloped flavors. All in all, it's hard to find much brightness in this wine; instead it's subdued and chocolaty, and it never really crosses the Rubicon of ripeness. That said, it goes down easy and doesn't burn like many Toro wines.",Gran Colegiata Barrica,86,12.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña
44549,Spain,"With good fruit and controlled aromas, it does what young Toro should when done well. Tight in the mouth, with bold black cherry flavors, it bites down with young, big tannins, but it doesn't burn or grate. Shades of mint and chocolate help it along.",Bajoz,85,10.0,Northern Spain,Toro,,Tempranillo,Pagos del Rey
45960,Spain,"Floral fruit aromas suggest blueberry, but overall this vintage lacks the power and depth that Termes and its big brothers are known for. Airing sets up sweet, easygoing berry flavors and full tannins, but in the middle it's less whole than it has been in other years. A juicy, well-made wine that should not be judged as weak just because 2007 was a marginal vintage. Drink now through 2013.",Termes,89,30.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
46295,Spain,"Hard and earthy, with black fruit aromas that are big but closed. The palate is short, stocky and blocky, with mammoth but basic flavors that turn rubbery. Not much of a finish to speak of.",Old Vines,83,15.0,Northern Spain,Toro,,Tinta de Toro,El Curato
46301,Spain,"Disappointing given Telmo Rodriguez's overall track record. Dehesa Gago 2008 is jumpy, sweaty and stemmy smelling, with weedy, burnt, acrid flavors. Green, hard and bitter on the back end, with a candied sweetness. Try as we might, we can't find the higher level in this Toro red.",Dehesa Gago,83,18.0,Northern Spain,Toro,,Red Blend,Telmo Rodríguez
46509,Spain,"Abnormal by white wine standards, with oily aromas of smoked meat, air freshener and exotic spices. Feels flabby but also dilute, with just enough verve to keep it alive. Flavors of melon and apple are round and spicy, but it's already breaking up and won't last much longer.",Dama de Toro,84,11.0,Northern Spain,Toro,,Malvasia,Bodegas Fariña
46535,Spain,"Opens with a load of sweet, candied black-fruit aromas but this wine excels on the nose because it's composed and precise for being so young and simple in scope. Velvety, rich black-cherry flavors run the show, and the finish brings length and an herbal shading. Very nice for a wine from Toro at this price.",Dama de Toro,88,11.0,Northern Spain,Toro,,Tempranillo,Bodegas Fariña
46608,Spain,"Hard, leathery aromas, with an intense but exceedingly tannic palate. Killer bite and raspy, with bitterness and heat. Has decent black fruit flavor but still it's tough and unrefined.",Tres,82,18.0,Northern Spain,Toro,,Tempranillo,Liberalia
47190,Spain,"Lacks freshness; pickled and leathery, with heavy, bruising tannins. Dull, pounding flavors of plum and prune are short and fierce. Rough country wine.",,81,9.0,Northern Spain,Toro,,Tempranillo-Garnacha,Caño
47999,Spain,"Even in a marginal vintage, you should expect a true and polished taste of Toro from Maurodos's Prima label. Blackberry, cherry and plum aromas are bonded by light balsam-like oak, while the palate is structured and delivers plenty of ripe black fruit. Chocolate and pepper on the finish seem right for the wine, which nails the Toro style even if it isn't a blockbuster. Imported by Grapes of Spain.",Prima,89,24.0,Northern Spain,Toro,,Tinta de Toro,Maurodos
